CollectDate,Year,Month,LabSampleNum,Locator,Depth,Parameter,Value,Units,Qualifier,MDL,RDL,Text
1977-06-21T07:00:00Z,1977,6,7715166,A319,1,"pH, Field",7.4,pH,,NA,NA,7.4||King County Nstream Database/RVL
1986-01-16T08:00:00Z,1986,1,8615023,A319,1,Ammonia Nitrogen,0.013,mg/L,,NA,NA,.013||King County Nstream Database/RS4
2016-04-13T16:50:00Z,2016,4,L65156-3,A319,NA,Total Suspended Solids,3.1,mg/L,,0.5,1,
1995-01-10T18:20:00Z,1995,1,L5176-5,A319,NA,Orthophosphate Phosphorus,0.0169,mg/L,,0.002,0.005,
2000-07-11T15:53:00Z,2000,7,L18127-2,A319,NA,"Dissolved Oxygen, Field",9.8,mg/L,,NA,NA,
1998-05-12T17:00:00Z,1998,5,L13360-2,A319,NA,Total Alkalinity,24.8,mg CaCO3/L,,0.2,1,
2005-09-14T16:52:00Z,2005,9,L36785-2,A319,NA,E. coli,50,CFU/100ml,,NA,NA,
1978-02-22T08:00:00Z,1978,2,7815032,A319,1,Total Phosphorus,0.06,mg/L,,NA,NA,.060||King County Nstream Database/RVL
1996-07-16T16:30:00Z,1996,7,L9021-2,A319,NA,Ammonia Nitrogen,0.021,mg/L,<RDL,0.02,0.04,
2001-08-15T16:41:00Z,2001,8,L21601-2,A319,NA,Total Suspended Solids,1.76,mg/L,,0.5,1,
2020-07-15T17:02:00Z,2020,7,L74992-3,A319,NA,Orthophosphate Phosphorus,0.00531,mg/L,,5e-4,0.002,
2003-09-10T17:31:00Z,2003,9,L29542-2,A319,NA,Total Alkalinity,36.5,mg CaCO3/L,,1,10,
2019-03-13T17:20:00Z,2019,3,L71923-3,A319,NA,Total Alkalinity,29.6,mg CaCO3/L,,1,5,
2008-12-03T17:58:00Z,2008,12,L47019-3,A319,NA,Fecal Coliform,14,CFU/100ml,,NA,NA,
1982-10-21T07:00:00Z,1982,10,8215700,A319,1,Conductivity,76,umhos/cm,,NA,NA,76||King County Nstream Database/RS4
1977-03-08T08:00:00Z,1977,3,7715046,A319,1,Total Suspended Solids,5.9,mg/L,,NA,NA,5.90||King County Nstream Database/RVL
1988-11-16T08:00:00Z,1988,11,8811009,A319,1,Orthophosphate Phosphorus,0.019,mg/L,,NA,NA,.019||King County Nstream Database/B53311
1981-02-26T08:00:00Z,1981,2,8115109,A319,1,Ammonia Nitrogen,0.05,mg/L,,NA,NA,.050||King County Nstream Database/RS3
1984-06-14T07:00:00Z,1984,6,8415264,A319,1,Total Phosphorus,0.012,mg/L,,NA,NA,.012||King County Nstream Database/RS4
2005-10-12T16:42:00Z,2005,10,L37067-12,A319,NA,Fecal Coliform,14,CFU/100ml,,NA,NA,
2016-10-12T17:16:00Z,2016,10,L66361-3,A319,NA,Ammonia Nitrogen,0.0072,mg/L,<RDL,0.002,0.01,
2016-01-13T17:01:00Z,2016,1,L64540-3,A319,NA,Total Phosphorus,0.0295,mg/L,,0.005,0.01,
1999-12-14T17:50:00Z,1999,12,L16886-2,A319,NA,Total Alkalinity,18,mg CaCO3/L,,0.2,1,
1999-07-13T16:58:00Z,1999,7,L15911-2,A319,NA,Total Nitrogen,0.276,mg/L,,0.05,0.1,
1987-09-16T07:00:00Z,1987,9,8710137,A319,1,Orthophosphate Phosphorus,0.007,mg/L,,NA,NA,.007||King County Nstream Database/B53311
1992-08-19T07:00:00Z,1992,8,9212306,A319,1,Nitrite + Nitrate Nitrogen,0.21,mg/L,,NA,NA,.210||King County Nstream Database/B53311
1986-11-13T08:00:00Z,1986,11,8610001,A319,1,"pH, Field",7.7,pH,,NA,NA,7.7||King County Nstream Database/B53311
2019-11-13T16:50:00Z,2019,11,L73645-3,A319,NA,Fecal Coliform,8,CFU/100ml,,NA,NA,
1993-07-13T16:14:00Z,1993,7,L1507-5,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
1995-02-16T17:35:00Z,1995,2,L5358-2,A319,NA,Total Suspended Solids,3.8,mg/L,,0.5,1,
1997-12-09T18:45:00Z,1997,12,L12346-2,A319,NA,Total Phosphorus,0.0307,mg/L,,0.005,0.01,
2016-11-16T17:12:00Z,2016,11,L66567-3,A319,NA,Total Phosphorus,0.0504,mg/L,,0.005,0.01,
2018-12-12T17:30:00Z,2018,12,L71436-3,A319,NA,Total Phosphorus,0.0536,mg/L,,0.005,0.01,
2007-05-09T16:44:00Z,2007,5,L42620-3,A319,NA,Total Nitrogen,0.229,mg/L,,0.05,0.1,
2000-10-10T16:30:00Z,2000,10,L18990-2,A319,NA,"pH, Field",7.29,pH,,NA,NA,
1993-02-17T18:52:00Z,1993,2,L499-5,A319,NA,Ammonia Nitrogen,NA,mg/L,<MDL,0.01,0.02,
1994-06-21T16:30:00Z,1994,6,L3897-5,A319,NA,Total Nitrogen,0.207,mg/L,,0.05,0.1,
2018-02-14T16:24:00Z,2018,2,L69507-3,A319,NA,Fecal Coliform,8,CFU/100ml,,NA,NA,
2015-08-12T16:46:00Z,2015,8,L63408-3,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
1981-12-17T08:00:00Z,1981,12,8115789,A319,1,Ammonia Nitrogen,0.025,mg/L,,NA,NA,.025||King County Nstream Database/RS3
2005-11-16T18:00:00Z,2005,11,L37478-3,A319,NA,"Conductivity, Field",58.6,umhos/cm,,0.5,10,
1994-09-20T18:00:00Z,1994,9,L4493-5,A319,NA,Turbidity,0.8,NTU,<RDL,0.5,1,
2018-09-12T16:51:00Z,2018,9,L70827-3,A319,NA,Orthophosphate Phosphorus,0.0044,mg/L,,5e-4,0.002,
2004-08-11T16:12:00Z,2004,8,L32783-2,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
1982-10-21T07:00:00Z,1982,10,8215700,A319,1,Nitrite + Nitrate Nitrogen,0.14,mg/L,,NA,NA,.140||King County Nstream Database/RS4
2004-03-10T18:00:00Z,2004,3,L31229-2,A319,NA,"pH, Field",7.3,pH,,NA,NA,
1995-11-14T18:00:00Z,1995,11,L7319-11,A319,NA,Fecal Coliform,130,CFU/100ml,,NA,NA,
2002-06-12T16:28:00Z,2002,6,L24556-2,A319,NA,E. coli,7,CFU/100ml,,NA,NA,
2002-01-15T17:32:00Z,2002,1,L23128-2,A319,NA,Ammonia Nitrogen,0.012,mg/L,<RDL,0.01,0.02,
2003-05-13T16:50:00Z,2003,5,L28250-2,A319,NA,"pH, Field",7.4,pH,,NA,NA,
1998-08-11T16:45:00Z,1998,8,L13902-2,A319,NA,Nitrite + Nitrate Nitrogen,0.305,mg/L,,0.02,0.04,
1997-06-10T17:40:00Z,1997,6,L11276-2,A319,NA,Enterococcus,4,CFU/100ml,,NA,NA,
1982-09-23T07:00:00Z,1982,9,8215637,A319,1,Ammonia Nitrogen,0.005,mg/L,,NA,NA,.005||King County Nstream Database/RS4
1999-08-10T19:20:00Z,1999,8,L15993-2,A319,NA,"Dissolved Oxygen, Field",9.41,mg/L,,NA,10,
1999-09-14T17:31:00Z,1999,9,L16219-2,A319,NA,Total Nitrogen,0.395,mg/L,,0.05,0.1,
1976-11-09T08:00:00Z,1976,11,7615586,A319,1,Total Phosphorus,0.01,mg/L,,NA,NA,.010||King County Nstream Database/RVL
1997-05-13T17:10:00Z,1997,5,L11070-2,A319,NA,Conductivity,40.1,umhos/cm,,0.5,1,
2016-04-13T16:50:00Z,2016,4,L65156-3,A319,NA,Fecal Coliform,14,CFU/100ml,,NA,NA,
1994-10-11T17:19:00Z,1994,10,L4698-5,A319,NA,"pH, Field",7.25,pH,,NA,NA,
2022-03-15T17:07:00Z,2022,3,L78775-3,A319,NA,Total Nitrogen,0.527,mg/L,,0.05,0.1,
1989-03-15T08:00:00Z,1989,3,8904412,A319,1,Temperature,5.8,deg C,,NA,NA,5.8||King County Nstream Database/B53311
2007-12-12T18:05:00Z,2007,12,L44659-3,A319,NA,Temperature,4.27,deg C,,NA,NA,
1996-06-11T17:00:00Z,1996,6,L8749-2,A319,NA,Orthophosphate Phosphorus,0.004,mg/L,<RDL,0.002,0.005,
2021-07-14T15:58:00Z,2021,7,L77285-3,A319,NA,"pH, Field",7.18,pH,,NA,NA,
1992-12-15T08:00:00Z,1992,12,L146-5,A319,NA,Total Phosphorus,0.12,mg/L,,0.005,0.01,
2019-06-12T16:11:00Z,2019,6,L72455-3,A319,NA,"pH, Field",7.33,pH,,NA,NA,
1991-08-20T07:00:00Z,1991,8,9111365,A319,1,Total Phosphorus,0.025,mg/L,,NA,NA,.025||King County Nstream Database/B53311
2005-03-16T18:26:00Z,2005,3,L34916-2,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
1995-11-14T17:40:00Z,1995,11,L7319-2,A319,NA,"pH, Field",6.88,pH,,NA,NA,
2002-02-12T17:56:00Z,2002,2,L23319-2,A319,NA,Enterococcus,4,CFU/100ml,,NA,NA,
2017-06-14T16:57:00Z,2017,6,L67922-3,A319,NA,"Conductivity, Field",63.4,umhos/cm,,0.5,10,
2020-10-14T16:37:00Z,2020,10,L75648-3,A319,NA,Silica,11.8,mg/L,,0.2,0.5,
1981-02-26T08:00:00Z,1981,2,8115109,A319,1,"pH, Field",7.3,pH,,NA,NA,7.3||King County Nstream Database/RS3
1989-03-15T08:00:00Z,1989,3,8904412,A319,1,"pH, Field",7.2,pH,,NA,NA,7.2||King County Nstream Database/B53311
1984-09-20T07:00:00Z,1984,9,8415449,A319,1,Orthophosphate Phosphorus,0.012,mg/L,,NA,NA,.012||King County Nstream Database/RS4
1984-01-19T08:00:00Z,1984,1,8415024,A319,1,Ammonia Nitrogen,0.012,mg/L,,NA,NA,.012||King County Nstream Database/RS4
2003-07-14T16:57:00Z,2003,7,L28767-2,A319,NA,Ammonia Nitrogen,0.013,mg/L,<RDL,0.01,0.02,
1978-01-24T08:00:00Z,1978,1,7815014,A319,1,Dissolved Oxygen,12.8,mg/L,,NA,NA,12.80||King County Nstream Database/RVL
1999-09-14T17:31:00Z,1999,9,L16219-2,A319,NA,Fecal Coliform,28,CFU/100ml,,NA,NA,
2001-02-13T17:37:00Z,2001,2,L19752-2,A319,NA,Total Phosphorus,0.0116,mg/L,,0.005,0.01,
1976-05-12T07:00:00Z,1976,5,7615294,A319,1,Total Suspended Solids,25.5,mg/L,,NA,NA,25.50||King County Nstream Database/RVL
2019-12-18T17:41:00Z,2019,12,L73754-3,A319,NA,Temperature,4.9,deg C,,NA,NA,
1995-01-10T18:20:00Z,1995,1,L5176-5,A319,NA,Total Nitrogen,0.755,mg/L,,0.05,0.1,
2005-02-16T18:00:00Z,2005,2,L34674-2,A319,NA,Total Suspended Solids,1.8,mg/L,,0.5,1,
2021-10-13T16:47:00Z,2021,10,L77812-3,A319,NA,E. coli,27,CFU/100ml,,NA,NA,
1979-04-10T08:00:00Z,1979,4,7915244,A319,1,Fecal Coliform,160,ORG/100ml,,NA,NA,160||King County Nstream Database/RVL
1976-06-14T07:00:00Z,1976,6,7615345,A319,1,Turbidity,7.8,NTU,,NA,NA,7.8||King County Nstream Database/RVL
1996-01-09T17:30:00Z,1996,1,L7587-2,A319,NA,Total Nitrogen,0.38,mg/L,,0.05,0.1,
2002-10-14T17:00:00Z,2002,10,L26091-2,A319,NA,Total Phosphorus,0.0128,mg/L,,0.005,0.01,
2020-01-22T17:14:00Z,2020,1,L73946-3,A319,NA,Silica,14.4,mg/L,,0.2,0.5,
1988-02-09T08:00:00Z,1988,2,8803164,A319,1,Turbidity,9.4,NTU,,NA,NA,9.4||King County Nstream Database/B53311
1994-08-08T16:59:00Z,1994,8,L4243-5,A319,NA,Total Suspended Solids,1.4,mg/L,,0.5,1,
1983-05-19T07:00:00Z,1983,5,8315221,A319,1,Nitrite + Nitrate Nitrogen,0.225,mg/L,,NA,NA,.225||King County Nstream Database/RS4
1976-11-09T08:00:00Z,1976,11,7615586,A319,1,Temperature,10.7,deg C,,NA,NA,10.7||King County Nstream Database/RVL
2016-01-13T17:01:00Z,2016,1,L64540-3,A319,NA,Total Alkalinity,28.8,mg CaCO3/L,,1,5,
2020-09-28T16:56:00Z,2020,9,L75218-3,A319,NA,Total Nitrogen,0.347,mg/L,,0.05,0.1,
2019-10-16T15:31:00Z,2019,10,L73396-3,A319,NA,Fecal Coliform,23,CFU/100ml,,NA,NA,
1981-07-23T07:00:00Z,1981,7,8115443,A319,1,Nitrite + Nitrate Nitrogen,0.314,mg/L,,NA,NA,.314||King County Nstream Database/RS3
1995-02-16T17:45:00Z,1995,2,L5358-11,A319,NA,Enterococcus,12,CFU/100ml,,NA,NA,
2015-12-09T17:18:00Z,2015,12,L64300-3,A319,NA,Total Nitrogen,0.946,mg/L,,0.05,0.1,
2017-06-14T16:57:00Z,2017,6,L67922-3,A319,NA,Total Nitrogen,0.315,mg/L,,0.05,0.1,
1995-06-13T16:28:00Z,1995,6,L6236-2,A319,NA,"pH, Field",7.66,pH,,NA,NA,
1986-08-14T07:00:00Z,1986,8,8607505,A319,1,Orthophosphate Phosphorus,0.006,mg/L,,NA,NA,.006||King County Nstream Database/B53311
1997-12-09T18:45:00Z,1997,12,L12346-2,A319,NA,Orthophosphate Phosphorus,0.0252,mg/L,,0.002,0.005,
1994-12-13T19:25:00Z,1994,12,L5055-14,A319,NA,Nitrite + Nitrate Nitrogen,0.624,mg/L,,0.05,0.1,
2021-09-15T16:12:00Z,2021,9,L77707-3,A319,NA,Temperature,15,deg C,,NA,NA,
2007-05-09T16:44:00Z,2007,5,L42620-3,A319,NA,Nitrite + Nitrate Nitrogen,0.142,mg/L,,0.02,0.04,
2016-05-11T16:42:00Z,2016,5,L65367-3,A319,NA,Temperature,11.5,deg C,,NA,NA,
2008-10-08T16:57:00Z,2008,10,L46552-3,A319,NA,Total Alkalinity,27.9,mg CaCO3/L,,1,5,
1999-02-09T17:15:00Z,1999,2,L14966-2,A319,NA,Conductivity,59.2,umhos/cm,,0.5,1,
1999-06-15T16:35:00Z,1999,6,L15635-2,A319,NA,Turbidity,1.8,NTU,,0.5,1,
2008-09-04T17:29:00Z,2008,9,L46407-3,A319,NA,Ammonia Nitrogen,0.012,mg/L,<RDL,0.01,0.02,
2022-02-16T17:06:00Z,2022,2,L78514-3,A319,NA,"Dissolved Oxygen, Field",12,mg/L,,0.5,1,
1990-08-15T07:00:00Z,1990,8,9008536,A319,1,Temperature,16,deg C,,NA,NA,16.0||King County Nstream Database/B53311
1985-01-17T08:00:00Z,1985,1,8515023,A319,1,Nitrite + Nitrate Nitrogen,0.566,mg/L,,NA,NA,.566||King County Nstream Database/RS4
2019-06-12T16:11:00Z,2019,6,L72455-3,A319,NA,Ammonia Nitrogen,0.014,mg/L,,0.002,0.01,
1986-08-14T07:00:00Z,1986,8,8607505,A319,1,Temperature,16.5,deg C,,NA,NA,16.5||King County Nstream Database/B53311
2021-12-15T17:34:00Z,2021,12,L78226-3,A319,NA,Temperature,5.2,deg C,,NA,NA,
2003-07-14T16:57:00Z,2003,7,L28767-2,A319,NA,"Dissolved Oxygen, Field",9.5,mg/L,,NA,NA,
1988-08-10T07:00:00Z,1988,8,8808868,A319,1,Dissolved Oxygen,10.2,mg/L,,NA,NA,10.24||King County Nstream Database/B53311
2016-10-12T17:16:00Z,2016,10,L66361-3,A319,NA,Nitrite + Nitrate Nitrogen,0.221,mg/L,,0.01,0.04,
1985-04-18T08:00:00Z,1985,4,8515167,A319,1,Orthophosphate Phosphorus,0.022,mg/L,,NA,NA,.022||King County Nstream Database/RS4
1998-04-14T17:05:00Z,1998,4,L13106-2,A319,NA,Turbidity,2.4,NTU,,0.5,1,
1984-09-20T07:00:00Z,1984,9,8415449,A319,1,Temperature,13.8,deg C,,NA,NA,13.8||King County Nstream Database/RS4
2019-10-16T15:34:00Z,2019,10,L73396-16,A319,NA,Total Alkalinity,25,mg CaCO3/L,,1,5,
1999-07-13T16:58:00Z,1999,7,L15911-2,A319,NA,Total Suspended Solids,2.5,mg/L,,0.5,1,
2021-11-08T17:47:00Z,2021,11,L78097-3,A319,NA,Ammonia Nitrogen,0.0449,mg/L,,0.002,0.01,
2021-01-13T17:18:00Z,2021,1,L76194-3,A319,NA,Total Nitrogen,0.454,mg/L,,0.05,0.1,
2022-05-11T16:45:00Z,2022,5,L79129-3,A319,NA,"Dissolved Oxygen, Field",11.6,mg/L,,0.5,1,
1991-08-20T07:00:00Z,1991,8,9111365,A319,1,Total Suspended Solids,1.46,mg/L,,NA,NA,1.46||King County Nstream Database/B53311
1984-10-18T07:00:00Z,1984,10,8415508,A319,1,Total Phosphorus,0.016,mg/L,,NA,NA,.016||King County Nstream Database/RS4
2006-08-16T17:35:00Z,2006,8,L40017-3,A319,NA,"Dissolved Oxygen, Field",10,mg/L,,0.5,1,
1977-02-09T08:00:00Z,1977,2,7715029,A319,1,Conductivity,76,umhos/cm,,NA,NA,76||King County Nstream Database/RVL
2021-07-14T15:58:00Z,2021,7,L77285-3,A319,NA,Total Phosphorus,0.0183,mg/L,,0.005,0.01,
1990-07-18T07:00:00Z,1990,7,9007429,A319,1,Temperature,15.5,deg C,,NA,NA,15.5||King County Nstream Database/B53311
2001-03-06T17:55:00Z,2001,3,L19961-2,A319,NA,"Conductivity, Field",85.5,umhos/cm,,NA,NA,
1982-05-20T07:00:00Z,1982,5,8215338,A319,1,Orthophosphate Phosphorus,0.01,mg/L,,NA,NA,.010||King County Nstream Database/RS3
2016-10-12T17:17:00Z,2016,10,L66361-16,A319,NA,Orthophosphate Phosphorus,0.00366,mg/L,,5e-4,0.002,
2015-10-14T17:33:00Z,2015,10,L63870-3,A319,NA,Orthophosphate Phosphorus,0.0166,mg/L,,5e-4,0.002,
2019-09-11T16:34:00Z,2019,9,L72878-3,A319,NA,Total Nitrogen,0.26,mg/L,,0.05,0.1,
1995-07-18T16:15:00Z,1995,7,L6495-2,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
2002-04-09T17:13:00Z,2002,4,L23626-2,A319,NA,Total Phosphorus,0.0153,mg/L,,0.005,0.01,
2014-10-15T17:34:00Z,2014,10,L61417-3,A319,NA,"pH, Field",7.39,pH,,NA,NA,
2017-02-15T17:58:00Z,2017,2,L67023-3,A319,NA,Total Phosphorus,0.053,mg/L,,0.005,0.01,
1984-09-20T07:00:00Z,1984,9,8415449,A319,1,Dissolved Oxygen,9.8,mg/L,,NA,NA,9.80||King County Nstream Database/RS4
2006-07-12T16:21:00Z,2006,7,L39677-3,A319,NA,Total Phosphorus,0.0138,mg/L,,0.005,0.01,
1982-07-22T07:00:00Z,1982,7,8215487,A319,1,Orthophosphate Phosphorus,0.006,mg/L,,NA,NA,.006||King County Nstream Database/RS4
2021-06-16T16:49:00Z,2021,6,L77074-3,A319,NA,Ammonia Nitrogen,0.009,mg/L,<RDL,0.002,0.01,
2000-11-14T18:00:00Z,2000,11,L19222-2,A319,NA,Total Nitrogen,0.323,mg/L,,0.05,0.1,
2007-01-10T17:28:00Z,2007,1,L41465-3,A319,NA,"Conductivity, Field",58.2,umhos/cm,,0.5,10,
1994-12-13T19:25:00Z,1994,12,L5055-14,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
2017-12-13T17:28:00Z,2017,12,L69125-3,A319,NA,Ammonia Nitrogen,0.0114,mg/L,,0.002,0.01,
2016-06-15T17:20:00Z,2016,6,L65574-3,A319,NA,Total Phosphorus,0.0133,mg/L,,0.005,0.01,
1977-09-13T07:00:00Z,1977,9,7715284,A319,1,Conductivity,88,umhos/cm,,NA,NA,88||King County Nstream Database/RVL
1994-04-12T17:15:00Z,1994,4,L3420-5,A319,NA,Fecal Coliform,10,CFU/100ml,,NA,NA,
1986-02-20T08:00:00Z,1986,2,8615072,A319,1,"pH, Field",7.2,pH,,NA,NA,7.2||King County Nstream Database/RS4
1993-12-21T17:35:00Z,1993,12,L2612-5,A319,NA,Orthophosphate Phosphorus,0.013,mg/L,,0.002,0.005,
1993-09-21T16:40:00Z,1993,9,L2055-5,A319,NA,Dissolved Oxygen,11,mg/L,,0.5,1,
2004-05-12T16:42:00Z,2004,5,L31880-2,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
1985-06-13T07:00:00Z,1985,6,8515269,A319,1,Fecal Coliform,88,ORG/100ml,,NA,NA,88||King County Nstream Database/RS4
1972-04-28T08:00:00Z,1972,4,7215382,A319,1,Conductivity,50,umhos/cm,,NA,NA,50||King County Nstream Database/RBC
2005-08-10T16:19:00Z,2005,8,L36340-2,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
1994-02-23T18:40:00Z,1994,2,L2970-5,A319,NA,Total Nitrogen,0.86,mg/L,,0.05,0.1,
1980-08-06T07:00:00Z,1980,8,8015534,A319,1,Conductivity,180,umhos/cm,,NA,NA,180||King County Nstream Database/RVL
1983-06-16T07:00:00Z,1983,6,8315276,A319,1,Total Suspended Solids,3,mg/L,,NA,NA,3.00||King County Nstream Database/RS4
1984-12-12T08:00:00Z,1984,12,8415620,A319,1,Turbidity,2.5,NTU,,NA,NA,2.5||King County Nstream Database/RS4
2001-10-09T17:25:00Z,2001,10,L22312-2,A319,NA,Ammonia Nitrogen,0.019,mg/L,<RDL,0.01,0.02,
2007-08-08T16:52:00Z,2007,8,L43410-3,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
1986-09-17T07:00:00Z,1986,9,8608724,A319,1,Total Phosphorus,0.012,mg/L,,NA,NA,.012||King County Nstream Database/B53311
2005-02-16T18:00:00Z,2005,2,L34674-2,A319,NA,Nitrite + Nitrate Nitrogen,0.551,mg/L,,0.02,0.04,
2004-05-12T16:42:00Z,2004,5,L31880-2,A319,NA,Total Phosphorus,0.0547,mg/L,,0.005,0.01,
1988-07-13T07:00:00Z,1988,7,8807566,A319,1,Fecal Coliform,80,ORG/100ml,E,NA,NA,80||King County Nstream Database/B53311
2004-10-12T17:45:00Z,2004,10,L33221-2,A319,NA,Total Alkalinity,28.1,mg CaCO3/L,,1,10,
2017-03-15T16:46:00Z,2017,3,L67269-3,A319,NA,Nitrite + Nitrate Nitrogen,0.334,mg/L,,0.01,0.04,
2000-03-14T19:00:00Z,2000,3,L17472-2,A319,NA,Enterococcus,38,CFU/100ml,,NA,NA,
2022-02-16T17:06:00Z,2022,2,L78514-3,A319,NA,Total Phosphorus,0.0209,mg/L,,0.005,0.01,
2001-02-13T17:37:00Z,2001,2,L19752-2,A319,NA,Fecal Coliform,0,CFU/100ml,,NA,NA,
2000-12-12T18:41:00Z,2000,12,L19299-2,A319,NA,Total Nitrogen,0.421,mg/L,,0.05,0.1,
1994-05-17T17:25:00Z,1994,5,L3638-5,A319,NA,Temperature,11.3,deg C,,NA,NA,
1991-06-18T07:00:00Z,1991,6,9109597,A319,1,Fecal Coliform,24,ORG/100ml,,NA,NA,24||King County Nstream Database/B53311
2006-09-13T19:10:00Z,2006,9,L40204-3,A319,NA,"Conductivity, Field",87.6,umhos/cm,,0.5,10,
1982-04-22T08:00:00Z,1982,4,8215261,A319,1,Conductivity,62,umhos/cm,,NA,NA,62||King County Nstream Database/RS3
2018-11-07T17:00:00Z,2018,11,L71253-3,A319,NA,"Dissolved Oxygen, Field",11.1,mg/L,,0.5,1,
2000-11-14T18:00:00Z,2000,11,L19222-2,A319,NA,E. coli,5,CFU/100ml,,NA,NA,
2001-09-11T17:31:00Z,2001,9,L21989-2,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
1986-06-12T07:00:00Z,1986,6,8605763,A319,1,Fecal Coliform,21,ORG/100ml,,NA,NA,21||King County Nstream Database/B53311
2006-02-15T18:38:00Z,2006,2,L37825-3,A319,NA,Nitrite + Nitrate Nitrogen,0.582,mg/L,,0.02,0.04,
1977-08-16T07:00:00Z,1977,8,7715269,A319,1,Dissolved Oxygen,9.1,mg/L,,NA,NA,9.10||King County Nstream Database/RVL
1995-11-14T17:40:00Z,1995,11,L7319-2,A319,NA,Nitrite + Nitrate Nitrogen,0.325,mg/L,,0.05,0.1,
2020-12-16T18:12:00Z,2020,12,L75999-3,A319,NA,Turbidity,6.35,NTU,,0.2,0.5,
1979-07-31T07:00:00Z,1979,7,7915631,A319,1,Turbidity,1,NTU,,NA,NA,1.0||King County Nstream Database/RVL
1981-05-14T07:00:00Z,1981,5,8115305,A319,1,Dissolved Oxygen,11.2,mg/L,,NA,NA,11.18||King County Nstream Database/RS3
2007-01-10T17:28:00Z,2007,1,L41465-3,A319,NA,Total Suspended Solids,16.5,mg/L,,0.5,1,
2005-08-10T16:19:00Z,2005,8,L36340-2,A319,NA,Temperature,15.7,deg C,,NA,NA,
2016-11-16T17:12:00Z,2016,11,L66567-3,A319,NA,Turbidity,8.05,NTU,,0.2,0.5,
1979-11-26T08:00:00Z,1979,11,7916096,A319,1,Ammonia Nitrogen,0.034,mg/L,,NA,NA,.034||King County Nstream Database/RVL
2008-11-05T19:03:00Z,2008,11,L46863-3,A319,NA,"pH, Field",7.3,pH,,NA,NA,
2019-11-13T16:50:00Z,2019,11,L73645-3,A319,NA,"pH, Field",7.29,pH,,NA,NA,
1994-02-23T18:40:00Z,1994,2,L2970-5,A319,NA,Nitrite + Nitrate Nitrogen,0.6,mg/L,,0.05,0.1,
2017-07-12T16:26:00Z,2017,7,L68126-3,A319,NA,"Conductivity, Field",75.3,umhos/cm,,0.5,10,
1984-07-19T07:00:00Z,1984,7,8415327,A319,1,Temperature,15,deg C,,NA,NA,15.0||King County Nstream Database/RS4
1999-12-14T17:50:00Z,1999,12,L16886-2,A319,NA,"pH, Field",6.9,pH,,NA,NA,
1978-07-11T07:00:00Z,1978,7,7815271,A319,1,Dissolved Oxygen,10.2,mg/L,,NA,NA,10.20||King County Nstream Database/RVL
1981-05-14T07:00:00Z,1981,5,8115305,A319,1,Total Suspended Solids,5,mg/L,,NA,NA,5.00||King County Nstream Database/RS3
2021-03-10T17:48:00Z,2021,3,L76516-3,A319,NA,Silica,14.4,mg/L,,0.2,0.5,
1994-01-19T18:47:00Z,1994,1,L2787-5,A319,NA,Nitrite + Nitrate Nitrogen,0.31,mg/L,,0.05,0.1,
2005-10-12T16:42:00Z,2005,10,L37067-12,A319,NA,Silica,15.1,mg/L,,0.5,1,
2003-04-14T16:55:00Z,2003,4,L27895-2,A319,NA,E. coli,41,CFU/100ml,,NA,NA,
2014-11-12T17:22:00Z,2014,11,L61583-3,A319,NA,Total Alkalinity,18.7,mg CaCO3/L,,1,5,
1997-03-11T17:50:00Z,1997,3,L10577-2,A319,NA,Enterococcus,9,CFU/100ml,,NA,NA,
1979-05-22T07:00:00Z,1979,5,7915355,A319,1,Nitrite + Nitrate Nitrogen,0.112,mg/L,,NA,NA,.112||King County Nstream Database/RVL
1978-02-22T08:00:00Z,1978,2,7815032,A319,1,Dissolved Oxygen,12.4,mg/L,,NA,NA,12.40||King County Nstream Database/RVL
1991-08-20T07:00:00Z,1991,8,9111365,A319,1,Temperature,18,deg C,,NA,NA,18.0||King County Nstream Database/B53311
1992-06-09T07:00:00Z,1992,6,9210503,A319,1,Ammonia Nitrogen,0.016,mg/L,,NA,NA,.016||King County Nstream Database/B53311
1996-02-13T17:50:00Z,1996,2,L7872-2,A319,NA,Orthophosphate Phosphorus,0.011,mg/L,,0.002,0.005,
1977-12-06T08:00:00Z,1977,12,7715389,A319,1,Conductivity,74,umhos/cm,,NA,NA,74||King County Nstream Database/RVL
1984-01-19T08:00:00Z,1984,1,8415024,A319,1,Nitrite + Nitrate Nitrogen,0.363,mg/L,,NA,NA,.363||King County Nstream Database/RS4
1983-12-15T08:00:00Z,1983,12,8315641,A319,1,Total Phosphorus,0.035,mg/L,,NA,NA,.035||King County Nstream Database/RS4
2020-02-12T17:57:00Z,2020,2,L74057-3,A319,NA,Total Nitrogen,0.321,mg/L,,0.05,0.1,
