SampleID,CollectDate,Year,Month,Locator,Nitrite_+_Nitrate_Nitrogen,Nitrite_+_Nitrate_Nitrogen_log,Nitrite_+_Nitrate_Nitrogen_units,Nitrite_+_Nitrate_Nitrogen_mdl,Nitrite_+_Nitrate_Nitrogen_rdl,Nitrite_+_Nitrate_Nitrogen_text,Nitrite_+_Nitrate_Nitrogen_orig,Ammonia_Nitrogen,Ammonia_Nitrogen_log,Ammonia_Nitrogen_units,Ammonia_Nitrogen_mdl,Ammonia_Nitrogen_rdl,Ammonia_Nitrogen_text,Ammonia_Nitrogen_orig,Total_Nitrogen,Total_Nitrogen_log,Total_Nitrogen_units,Total_Nitrogen_mdl,Total_Nitrogen_rdl,Total_Nitrogen_text,Total_Nitrogen_orig,Total_Suspended_Solids,Total_Suspended_Solids_log,Total_Suspended_Solids_units,Total_Suspended_Solids_mdl,Total_Suspended_Solids_rdl,Total_Suspended_Solids_text,Total_Suspended_Solids_orig,"Dissolved_Oxygen,_Field","Dissolved_Oxygen,_Field_log","Dissolved_Oxygen,_Field_units","Dissolved_Oxygen,_Field_mdl","Dissolved_Oxygen,_Field_rdl","Dissolved_Oxygen,_Field_text","Dissolved_Oxygen,_Field_orig","pH,_Field","pH,_Field_log","pH,_Field_units","pH,_Field_mdl","pH,_Field_rdl","pH,_Field_text","pH,_Field_orig",Orthophosphate_Phosphorus,Orthophosphate_Phosphorus_log,Orthophosphate_Phosphorus_units,Orthophosphate_Phosphorus_mdl,Orthophosphate_Phosphorus_rdl,Orthophosphate_Phosphorus_text,Orthophosphate_Phosphorus_orig,Temperature,Temperature_log,Temperature_units,Temperature_mdl,Temperature_rdl,Temperature_text,Temperature_orig,Fecal_Coliform,Fecal_Coliform_log,Fecal_Coliform_units,Fecal_Coliform_mdl,Fecal_Coliform_rdl,Fecal_Coliform_text,Fecal_Coliform_orig,Total_Alkalinity,Total_Alkalinity_log,Total_Alkalinity_units,Total_Alkalinity_mdl,Total_Alkalinity_rdl,Total_Alkalinity_text,Total_Alkalinity_orig,Turbidity,Turbidity_log,Turbidity_units,Turbidity_mdl,Turbidity_rdl,Turbidity_text,Turbidity_orig,Silica,Silica_log,Silica_units,Silica_mdl,Silica_rdl,Silica_text,Silica_orig,"Conductivity,_Field","Conductivity,_Field_log","Conductivity,_Field_units","Conductivity,_Field_mdl","Conductivity,_Field_rdl","Conductivity,_Field_text","Conductivity,_Field_orig",Total_Phosphorus,Total_Phosphorus_log,Total_Phosphorus_units,Total_Phosphorus_mdl,Total_Phosphorus_rdl,Total_Phosphorus_text,Total_Phosphorus_orig,Storm_Or_Non-Storm,Storm_Or_Non-Storm_log,Storm_Or_Non-Storm_units,Storm_Or_Non-Storm_mdl,Storm_Or_Non-Storm_rdl,Storm_Or_Non-Storm_text,Storm_Or_Non-Storm_orig,pH,pH_log,pH_units,pH_mdl,pH_rdl,pH_text,pH_orig,Enterococcus,Enterococcus_log,Enterococcus_units,Enterococcus_mdl,Enterococcus_rdl,Enterococcus_text,Enterococcus_orig,Conductivity,Conductivity_log,Conductivity_units,Conductivity_mdl,Conductivity_rdl,Conductivity_text,Conductivity_orig,Dissolved_Oxygen,Dissolved_Oxygen_log,Dissolved_Oxygen_units,Dissolved_Oxygen_mdl,Dissolved_Oxygen_rdl,Dissolved_Oxygen_text,Dissolved_Oxygen_orig,E._coli,E._coli_log,E._coli_units,E._coli_mdl,E._coli_rdl,E._coli_text,E._coli_orig
L69651-3,2018-03-14T17:20:00Z,2018,3,A319,0.371,-0.991553216374702,mg/L,0.01,0.04,,0.371,0.0063,-5.06720564558465,mg/L,0.002,0.01,,0.0063,0.475,-0.7444404749474959,mg/L,0.05,0.1,,0.475,3.5,1.252762968495368,mg/L,0.5,1,,3.5,11.7,2.4595888418037104,mg/L,0.5,1,,11.7,7.41,2.0028304393079956,pH,NA,NA,,7.41,0.00685,-4.983506626708003,mg/L,5e-4,0.002,,0.00685,7.2,1.9740810260220096,deg C,NA,NA,,7.2,10,2.302585092994046,CFU/100ml,NA,NA,,10,24.1,3.1822118404966093,mg CaCO3/L,1,5,,24.1,2.42,0.883767540168595,NTU,0.2,0.5,,2.42,0,0,,NA,NA,,0,62.9,4.141546163706395,umhos/cm,0.5,10,,62.9,0.0204,-3.892220378131966,mg/L,0.005,0.01,,0.0204,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0
8315398,1983-08-18T07:00:00Z,1983,8,A319,0.2583461,-1.353455120163157,mg/L,NA,NA,.263||King County Nstream Database/RS4,0.263,0,0,,NA,NA,,0,0,0,,NA,NA,,0,3.33,1.2029723039923526,mg/L,NA,NA,3.33||King County Nstream Database/RS4,3.33,0,0,,NA,NA,,0,7.5,2.0149030205422647,pH,NA,NA,7.5||King County Nstream Database/RS4,7.5,0.009445684673078283,-4.662197290123601,mg/L,NA,NA,.007||King County Nstream Database/RS4,0.007,15.9,2.766319109226186,deg C,NA,NA,15.9||King County Nstream Database/RS4,15.9,22,3.091042453358316,ORG/100ml,NA,NA,22||King County Nstream Database/RS4,22,0,0,,NA,NA,,0,1,0,NTU,NA,NA,1.0||King County Nstream Database/RS4,1,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.014131728824105249,-4.259332738453293,mg/L,NA,NA,.017||King County Nstream Database/RS4,0.017,0,0,,NA,NA,,0,7.5,2.0149030205422647,pH,NA,NA,7.5||King County Nstream Database/RS4,7.5,0,0,,NA,NA,,0,85,4.442651256490317,umhos/cm,NA,NA,85||King County Nstream Database/RS4,85,10,2.302585092994046,mg/L,NA,NA,10.00||King County Nstream Database/RS4,10,0,0,,NA,NA,,0
9207310,1992-04-29T07:00:00Z,1992,4,0631,0.746337,-0.29257803815601213,mg/L,NA,NA,.770||King County Nstream Database/B53311,0.77,0.032,-3.4420193761824103,mg/L,NA,NA,.032||King County Nstream Database/B53311,0.032,0,0,,NA,NA,,0,50,3.912023005428146,mg/L,NA,NA,50.00||King County Nstream Database/B53311,50,0,0,,NA,NA,,0,7.5,2.0149030205422647,pH,NA,NA,7.5||King County Nstream Database/B53311,7.5,0.017018794646987488,-4.07343697814572,mg/L,NA,NA,.015||King County Nstream Database/B53311,0.015,12.5,2.5257286443082556,deg C,NA,NA,12.5||King County Nstream Database/B53311,12.5,1000,6.907755278982137,ORG/100ml,NA,NA,1000||King County Nstream Database/B53311,1000,0,0,,NA,NA,,0,16,2.772588722239781,NTU,NA,NA,16.0||King County Nstream Database/B53311,16,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.10324623094720396,-2.2706385519505905,mg/L,NA,NA,.110||King County Nstream Database/B53311,0.11,NA,NA,none,NA,NA,S||King County Nstream Database/B53311,NA,7.5,2.0149030205422647,pH,NA,NA,7.5||King County Nstream Database/B53311,7.5,1400,7.24422751560335,ORG/100g,NA,NA,1400||King County Nstream Database/B53311,1400,83,4.418840607796598,umhos/cm,NA,NA,83||King County Nstream Database/B53311,83,10.4,2.341805806147327,mg/L,NA,NA,10.40||King County Nstream Database/B53311,10.4,0,0,,NA,NA,,0
L75626-4,2020-10-14T17:36:00Z,2020,10,0438,0.187,-1.6766466621275504,mg/L,0.01,0.04,,0.187,0.0032,-5.744604469176456,mg/L,0.002,0.01,,0.0032,0.254,-1.3704210119636004,mg/L,0.05,0.1,,0.254,2.8,1.0296194171811581,mg/L,0.5,1,,2.8,11.1,2.4069451083182885,mg/L,0.5,1,,11.1,7.6,2.028148247292285,pH,NA,NA,,7.6,0.00408,-5.501658290566066,mg/L,5e-4,0.002,,0.00408,11.9,2.4765384001174837,deg C,NA,NA,,11.9,29,3.367295829986474,CFU/100ml,NA,NA,,29,24.9,3.214867803470662,mg CaCO3/L,1,5,,24.9,1.69,0.5247285289349821,NTU,0.2,0.5,,1.69,10.9,2.388762789235098,mg/L,0.2,0.5,,10.9,65.3,4.178992036282385,umhos/cm,0.5,10,,65.3,0.0104,-4.56594947283481,mg/L,0.005,0.01,,0.0104,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0
L1284-5,1993-06-15T19:35:00Z,1993,6,A319,0.187193,-1.6756151088001803,mg/L,0.006,0.011,,0.19,0.049,-3.0159349808715104,mg/L,0.007,0.013,,0.049,0.40492051371029397,-0.9040644935813102,mg/L,0.05,0.1,,0.4,5.9,1.7749523509116738,mg/L,0.5,1,,5.9,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.029148449782766615,-3.535353548293892,mg/L,0.002,0.005,,0.028,13.5,2.6026896854443837,deg C,NA,NA,,13.5,660,6.492239835020471,CFU/100ml,NA,NA,,660,0,0,,NA,NA,,0,2.6,0.9555114450274363,NTU,0.5,1,,2.6,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.04090813057248226,-3.19642644418656,mg/L,0.005,0.01,,0.047,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,140,4.941642422609304,CFU/100ml,NA,NA,,140,61,4.110873864173311,umhos/cm,0.5,1,,61,11,2.3978952727983707,mg/L,0.5,1,,11,0,0,,NA,NA,,0
9113926,1991-11-13T08:00:00Z,1991,11,A319,0.245675,-1.4037457547336465,mg/L,NA,NA,.250||King County Nstream Database/B53311,0.25,0.02,-3.912023005428146,mg/L,NA,NA,.020||King County Nstream Database/B53311,0.02,0,0,,NA,NA,,0,30,3.4011973816621555,mg/L,NA,NA,30.00||King County Nstream Database/B53311,30,0,0,,NA,NA,,0,7.7,2.0412203288596382,pH,NA,NA,7.7||King County Nstream Database/B53311,7.7,0.009445684673078283,-4.662197290123601,mg/L,NA,NA,.007||King County Nstream Database/B53311,0.007,7.9,2.066862759472976,deg C,NA,NA,7.9||King County Nstream Database/B53311,7.9,50,3.912023005428146,ORG/100ml,NA,NA,50||King County Nstream Database/B53311,50,0,0,,NA,NA,,0,13,2.5649493574615367,NTU,NA,NA,13.0||King County Nstream Database/B53311,13,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.04375889097042748,-3.1290604646441444,mg/L,NA,NA,.050||King County Nstream Database/B53311,0.05,NA,NA,none,NA,NA,N||King County Nstream Database/B53311,NA,7.7,2.0412203288596382,pH,NA,NA,7.7||King County Nstream Database/B53311,7.7,150,5.0106352940962555,ORG/100g,NA,NA,150||King County Nstream Database/B53311,150,54,3.9889840465642745,umhos/cm,NA,NA,54||King County Nstream Database/B53311,54,10.2,2.3223877202902252,mg/L,NA,NA,10.20||King County Nstream Database/B53311,10.2,0,0,,NA,NA,,0
8315241,1983-05-19T07:00:00Z,1983,5,0631,0.9386475000000001,-0.06331526961487587,mg/L,NA,NA,.975||King County Nstream Database/RS4,0.975,0.005,-5.298317366548036,mg/L,NA,NA,.005||King County Nstream Database/RS4,0.005,0,0,,NA,NA,,0,2.67,0.9820784724121582,mg/L,NA,NA,2.67||King County Nstream Database/RS4,2.67,0,0,,NA,NA,,0,7.8,2.0541237336955462,pH,NA,NA,7.8||King County Nstream Database/RS4,7.8,0.011998322293470488,-4.422988447845769,mg/L,NA,NA,.010||King County Nstream Database/RS4,0.01,10.3,2.33214389523559,deg C,NA,NA,10.3||King County Nstream Database/RS4,10.3,79,4.3694478524670215,ORG/100ml,NA,NA,79||King County Nstream Database/RS4,79,0,0,,NA,NA,,0,0.9,-0.10536051565782628,NTU,NA,NA,.9||King County Nstream Database/RS4,0.9,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.026003731021743613,-3.6495152504196224,mg/L,NA,NA,.031||King County Nstream Database/RS4,0.031,0,0,,NA,NA,,0,7.8,2.0541237336955462,pH,NA,NA,7.8||King County Nstream Database/RS4,7.8,0,0,,NA,NA,,0,95,4.553876891600541,umhos/cm,NA,NA,95||King County Nstream Database/RS4,95,11.8,2.468099531471619,mg/L,NA,NA,11.85||King County Nstream Database/RS4,11.8,0,0,,NA,NA,,0
7916171,1979-11-29T08:00:00Z,1979,11,0631,0.830766,-0.18540711222781336,mg/L,NA,NA,.860||King County Nstream Database/RS2,0.86,0.059,-2.8302178350764176,mg/L,NA,NA,.059||King County Nstream Database/RS2,0.059,0,0,,NA,NA,,0,5.7,1.7404661748405046,mg/L,NA,NA,5.70||King County Nstream Database/RS2,5.7,0,0,,NA,NA,,0,7.2,1.9740810260220096,pH,NA,NA,7.2||King County Nstream Database/RS2,7.2,0.034459462415719136,-3.367971648244342,mg/L,NA,NA,.034||King County Nstream Database/RS2,0.034,5,1.6094379124341003,deg C,NA,NA,5.0||King County Nstream Database/RS2,5,180,5.19295685089021,ORG/100ml,NA,NA,180||King County Nstream Database/RS2,180,0,0,,NA,NA,,0,2.1,0.7419373447293773,NTU,NA,NA,2.1||King County Nstream Database/RS2,2.1,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.05239946293950118,-2.948858936953825,mg/L,NA,NA,.059||King County Nstream Database/RS2,0.059,0,0,,NA,NA,,0,7.2,1.9740810260220096,pH,NA,NA,7.2||King County Nstream Database/RS2,7.2,0,0,,NA,NA,,0,18,2.8903717578961645,umhos/cm,NA,NA,18||King County Nstream Database/RS2,18,11.2,2.4159137783010487,mg/L,NA,NA,11.20||King County Nstream Database/RS2,11.2,0,0,,NA,NA,,0
8115646,1981-10-22T07:00:00Z,1981,10,A319,0.4815524,-0.730740227081547,mg/L,NA,NA,.492||King County Nstream Database/RS3,0.492,0.013,-4.3428059215206005,mg/L,NA,NA,.013||King County Nstream Database/RS3,0.013,0,0,,NA,NA,,0,5.33,1.673351238177753,mg/L,NA,NA,5.33||King County Nstream Database/RS3,5.33,0,0,,NA,NA,,0,7.1,1.9600947840472698,pH,NA,NA,7.1||King County Nstream Database/RS3,7.1,0.013025822548290348,-4.34082154183646,mg/L,NA,NA,.011||King County Nstream Database/RS3,0.011,7.3,1.9878743481543455,deg C,NA,NA,7.3||King County Nstream Database/RS3,7.3,8,2.0794415416798357,ORG/100ml,NA,NA,8||King County Nstream Database/RS3,8,0,0,,NA,NA,,0,1.9,0.6418538861723947,NTU,NA,NA,1.9||King County Nstream Database/RS3,1.9,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.013108098515191933,-4.334525032519864,mg/L,NA,NA,.016||King County Nstream Database/RS3,0.016,0,0,,NA,NA,,0,7.1,1.9600947840472698,pH,NA,NA,7.1||King County Nstream Database/RS3,7.1,0,0,,NA,NA,,0,70,4.248495242049359,umhos/cm,NA,NA,70||King County Nstream Database/RS3,70,11.8,2.468099531471619,mg/L,NA,NA,11.76||King County Nstream Database/RS3,11.8,0,0,,NA,NA,,0
L72764-3,2019-08-14T16:51:00Z,2019,8,A319,0.152,-1.8838747581358606,mg/L,0.01,0.04,,0.152,0.0073,-4.919880930827792,mg/L,0.002,0.01,,0.0073,0.265,-1.3280254529959148,mg/L,0.05,0.1,,0.265,1.8,0.5877866649021191,mg/L,0.5,1,,1.8,9.3,2.2300144001592104,mg/L,0.5,1,,9.3,7.53,2.018895041811802,pH,NA,NA,,7.53,0.00302,-5.802498447595359,mg/L,5e-4,0.002,,0.00302,16.3,2.791165107812717,deg C,NA,NA,,16.3,18,2.8903717578961645,CFU/100ml,NA,NA,,18,33.3,3.505557396986398,mg CaCO3/L,1,5,,33.3,0.81,-0.21072103131565253,NTU,0.2,0.5,,0.81,13.1,2.5726122302071057,mg/L,0.2,0.5,,13.1,81.3,4.398146016553765,umhos/cm,0.5,10,,81.3,0.0129,-4.350527967614511,mg/L,0.005,0.01,,0.0129,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,36,3.58351893845611,CFU/100ml,NA,NA,,36
L65155-4,2016-04-13T16:28:00Z,2016,4,0438,0.227,-1.4828052615007343,mg/L,0.01,0.04,,0.227,0.0038,-5.572754212249797,mg/L,0.002,0.01,,0.0038,0.311,-1.1679623668029029,mg/L,0.05,0.1,,0.311,10.8,2.379546134130174,mg/L,0.5,1,,10.8,11.6,2.451005098112319,mg/L,0.5,1,,11.6,7.45,2.0082140323914683,pH,NA,NA,,7.45,0.002,-6.214608098422191,mg/L,5e-4,0.002,,0.002,9.3,2.2300144001592104,deg C,NA,NA,,9.3,22,3.091042453358316,CFU/100ml,NA,NA,,22,28.9,3.3638415951183864,mg CaCO3/L,1,5,,28.9,2.39,0.8712933659434193,NTU,0.2,0.5,,2.39,0,0,,NA,NA,,0,70.4,4.254193263163997,umhos/cm,0.5,10,,70.4,0.0146,-4.226733750267846,mg/L,0.005,0.01,,0.0146,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0
8115373,1981-06-25T07:00:00Z,1981,6,A319,0.2096111,-1.562501369922209,mg/L,NA,NA,.213||King County Nstream Database/RS3,0.213,0.011,-4.509860006183766,mg/L,NA,NA,.011||King County Nstream Database/RS3,0.011,0,0,,NA,NA,,0,2.67,0.9820784724121582,mg/L,NA,NA,2.67||King County Nstream Database/RS3,2.67,0,0,,NA,NA,,0,7.5,2.0149030205422647,pH,NA,NA,7.5||King County Nstream Database/RS3,7.5,0.010956528959540718,-4.51381974839438,mg/L,NA,NA,.009||King County Nstream Database/RS3,0.009,11.4,2.4336133554004498,deg C,NA,NA,11.4||King County Nstream Database/RS3,11.4,14,2.6390573296152584,ORG/100ml,NA,NA,14||King County Nstream Database/RS3,14,0,0,,NA,NA,,0,2,0.6931471805599453,NTU,NA,NA,2.0||King County Nstream Database/RS3,2,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.012099735229030661,-4.414571708517147,mg/L,NA,NA,.015||King County Nstream Database/RS3,0.015,0,0,,NA,NA,,0,7.5,2.0149030205422647,pH,NA,NA,7.5||King County Nstream Database/RS3,7.5,0,0,,NA,NA,,0,52,3.9512437185814275,umhos/cm,NA,NA,52||King County Nstream Database/RS3,52,10.5,2.3513752571634776,mg/L,NA,NA,10.54||King County Nstream Database/RS3,10.5,0,0,,NA,NA,,0
8906998,1989-07-19T07:00:00Z,1989,7,A319,0.2963594,-1.216182372000449,mg/L,NA,NA,.302||King County Nstream Database/B53311,0.302,0.005,-5.298317366548036,mg/L,NA,NA,.005||King County Nstream Database/B53311,0.005,0,0,,NA,NA,,0,2.5,0.9162907318741551,mg/L,NA,NA,2.50||King County Nstream Database/B53311,2.5,0,0,,NA,NA,,0,7.6,2.028148247292285,pH,NA,NA,7.6||King County Nstream Database/B53311,7.6,0.017018794646987488,-4.07343697814572,mg/L,NA,NA,.015||King County Nstream Database/B53311,0.015,18,2.8903717578961645,deg C,NA,NA,18.0||King County Nstream Database/B53311,18,120,4.787491742782046,ORG/100ml,NA,NA,120||King County Nstream Database/B53311,120,0,0,,NA,NA,,0,0.9,-0.10536051565782628,NTU,NA,NA,.9||King County Nstream Database/B53311,0.9,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.014131728824105249,-4.259332738453293,mg/L,NA,NA,.017||King County Nstream Database/B53311,0.017,NA,NA,none,NA,NA,N||King County Nstream Database/B53311,NA,7.6,2.028148247292285,pH,NA,NA,7.6||King County Nstream Database/B53311,7.6,19,2.9444389791664403,ORG/100g,NA,NA,19||King County Nstream Database/B53311,19,89,4.48863636973214,umhos/cm,NA,NA,89||King County Nstream Database/B53311,89,9.3,2.2300144001592104,mg/L,NA,NA,9.30||King County Nstream Database/B53311,9.3,0,0,,NA,NA,,0
L7319-2,1995-11-14T17:40:00Z,1995,11,A319,0.3187775,-1.1432619117211287,mg/L,0.05,0.1,,0.325,0.02,-3.912023005428146,mg/L,0.02,0.04,,NA,0.36573704930590856,-1.0058406483050881,mg/L,0.05,0.1,,0.361,30.8,3.427514689979529,mg/L,0.5,1,,30.8,0,0,,NA,NA,,0,6.88,1.9286186519452522,pH,NA,NA,,6.88,0.02478607248098483,-3.697473377072576,mg/L,0.002,0.005,,0.0232,9,2.1972245773362196,deg C,NA,NA,,9,64,4.1588830833596715,CFU/100ml,NA,NA,,64,0,0,,NA,NA,,0,14,2.6390573296152584,NTU,0.5,1,,14,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.04128732145549531,-3.187199812694917,mg/L,0.005,0.01,,0.0474,NA,NA,none,NA,NA,N,NA,6.88,1.9286186519452522,pH,NA,NA,,6.88,82,4.406719247264253,CFU/100ml,NA,NA,,82,40.6,3.703768066607687,umhos/cm,0.5,1,,40.6,11.2,2.4159137783010487,mg/L,0.5,1,,11.2,0,0,,NA,NA,,0
L35812-3,2005-06-14T17:39:00Z,2005,6,0631,0.6703509,-0.399953972353235,mg/L,0.02,0.04,,0.689,0.01,-4.605170185988091,mg/L,0.01,0.02,,NA,0.8403713037450254,-0.1739114565426055,mg/L,0.05,0.1,,0.835,2.4,0.8754687373538999,mg/L,0.5,1,,2.4,11.1,2.4069451083182885,mg/L,0.5,1,,11.1,7.9,2.066862759472976,pH,NA,NA,,7.9,0.011998322293470488,-4.422988447845769,mg/L,0.002,0.005,,0.01,12.5,2.5257286443082556,deg C,NA,NA,,12.5,140,4.941642422609304,CFU/100ml,NA,NA,,140,47.2,3.8543938925915096,mg CaCO3/L,1,10,,47.2,1.3,0.26236426446749106,NTU,0.5,2,,1.3,18.6,2.9231615807191558,mg/L,0.5,1,,18.6,118,4.770684624465665,umhos/cm,0.5,10,,118,0.02729339539177952,-3.6011105331013336,mg/L,0.005,0.01,,0.025,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,110,4.700480365792417,CFU/100ml,NA,NA,,110
7715151,1977-06-07T07:00:00Z,1977,6,A319,0.1257869,-2.073166073683381,mg/L,NA,NA,.127||King County Nstream Database/RVL,0.127,0.009,-4.710530701645918,mg/L,NA,NA,.009||King County Nstream Database/RVL,0.009,0,0,,NA,NA,,0,2.4,0.8754687373538999,mg/L,NA,NA,2.40||King County Nstream Database/RVL,2.4,0,0,,NA,NA,,0,7.2,1.9740810260220096,pH,NA,NA,7.2||King County Nstream Database/RVL,7.2,0,0,,NA,NA,,0,11.7,2.4595888418037104,deg C,NA,NA,11.7||King County Nstream Database/RVL,11.7,20,2.995732273553991,ORG/100ml,NA,NA,20||King County Nstream Database/RVL,20,0,0,,NA,NA,,0,1.5,0.4054651081081644,NTU,NA,NA,1.5||King County Nstream Database/RVL,1.5,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.007317641196551458,-4.917467243847946,mg/L,NA,NA,.010||King County Nstream Database/RVL,0.01,0,0,,NA,NA,,0,7.2,1.9740810260220096,pH,NA,NA,7.2||King County Nstream Database/RVL,7.2,0,0,,NA,NA,,0,54,3.9889840465642745,umhos/cm,NA,NA,54||King County Nstream Database/RVL,54,11.1,2.4069451083182885,mg/L,NA,NA,11.10||King County Nstream Database/RVL,11.1,0,0,,NA,NA,,0
L1773-5,1993-08-10T16:30:00Z,1993,8,A319,0.16769900000000001,-1.7855845731999715,mg/L,0.006,0.011,,0.17,0.007,-4.961845129926823,mg/L,0.007,0.013,,NA,0.32450796073094973,-1.1254452108401378,mg/L,0.05,0.1,,0.32,1.2,0.1823215567939546,mg/L,0.5,1,,1.2,0,0,,NA,NA,,0,7.3,1.9878743481543455,pH,NA,NA,,7.3,0.013025822548290348,-4.34082154183646,mg/L,0.002,0.005,,0.011,15,2.70805020110221,deg C,NA,NA,,15,49,3.8918202981106265,CFU/100ml,NA,NA,,49,0,0,,NA,NA,,0,1.3,0.26236426446749106,NTU,0.5,1,,1.3,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.03152783669005208,-3.45688441894134,mg/L,0.005,0.01,,0.037,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,25,3.2188758248682006,CFU/100ml,NA,NA,,25,75,4.31748811353631,umhos/cm,0.5,1,,75,9.8,2.2823823856765264,mg/L,0.5,1,,9.8,0,0,,NA,NA,,0
8015327,1980-05-27T07:00:00Z,1980,5,0438,0.3275498,-1.1161151743982405,mg/L,NA,NA,.334||King County Nstream Database/RVL,0.334,0.003,-5.809142990314028,mg/L,NA,NA,.003||King County Nstream Database/RVL,0.003,0,0,,NA,NA,,0,0.7,-0.35667494393873245,mg/L,NA,NA,.70||King County Nstream Database/RVL,0.7,0,0,,NA,NA,,0,8,2.0794415416798357,pH,NA,NA,8.0||King County Nstream Database/RVL,8,0,0,,NA,NA,,0,10,2.302585092994046,deg C,NA,NA,10.0||King County Nstream Database/RVL,10,12,2.4849066497880004,ORG/100ml,NA,NA,12||King County Nstream Database/RVL,12,0,0,,NA,NA,,0,1.4,0.3364722366212129,NTU,NA,NA,1.4||King County Nstream Database/RVL,1.4,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.007317641196551458,-4.917467243847946,mg/L,NA,NA,.010||King County Nstream Database/RVL,0.01,0,0,,NA,NA,,0,8,2.0794415416798357,pH,NA,NA,8.0||King County Nstream Database/RVL,8,0,0,,NA,NA,,0,64,4.1588830833596715,umhos/cm,NA,NA,64||King County Nstream Database/RVL,64,11.6,2.451005098112319,mg/L,NA,NA,11.60||King County Nstream Database/RVL,11.6,0,0,,NA,NA,,0
L64538-9,2016-01-12T21:52:00Z,2016,1,0631,0.893,-0.11316869810563798,mg/L,0.01,0.04,,0.893,0.0109,-4.518992489747039,mg/L,0.002,0.01,,0.0109,1.04,0.03922071315328133,mg/L,0.05,0.1,,1.04,6.3,1.840549633397487,mg/L,0.5,1,,6.3,11.9,2.4765384001174837,mg/L,0.5,1,,11.9,7.26,1.9823798288367047,pH,NA,NA,,7.26,0.00795,-4.834583350315897,mg/L,5e-4,0.002,,0.00795,6.3,1.840549633397487,deg C,NA,NA,,6.3,27,3.295836866004329,CFU/100ml,NA,NA,,27,35.4,3.5667118201397288,mg CaCO3/L,1,5,,35.4,2.42,0.883767540168595,NTU,0.2,0.5,,2.42,0,0,,NA,NA,,0,99.2,4.597138014290827,umhos/cm,0.5,10,,99.2,0.0217,-3.830443018435723,mg/L,0.005,0.01,,0.0217,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0
L22312-2,2001-10-09T17:25:00Z,2001,10,A319,0.3022076,-1.1966410805517183,mg/L,0.02,0.04,,0.308,0.019,-3.9633162998156966,mg/L,0.01,0.02,,0.019,0.40893757197721736,-0.894192770341882,mg/L,0.05,0.1,,0.404,2,0.6931471805599453,mg/L,0.5,1,,2,10.3,2.33214389523559,mg/L,NA,NA,,10.3,6.8,1.916922612182061,pH,NA,NA,,6.8,0.008873524864532018,-4.7246831698825735,mg/L,0.002,0.005,,0.00661,11.6,2.451005098112319,deg C,NA,NA,,11.6,38,3.6375861597263857,CFU/100ml,NA,NA,,38,34.5,3.5409593240373143,mg CaCO3/L,0.2,10,,34.5,1.5,0.4054651081081644,NTU,0.5,2,,1.5,0,0,,NA,NA,,0,75.8,4.328098292648326,umhos/cm,NA,NA,,75.8,0.023138797691777672,-3.7662445165708927,mg/L,0.005,0.01,,0.0213,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,23,3.1354942159291497,CFU/100ml,NA,NA,,23,86.8,4.463606621666305,umhos/cm,0.5,10,,86.8,0,0,,NA,NA,,0,80,4.382026634673881,CFU/100ml,NA,NA,,80
