SITE_CODE,Date,AveQ,
40d,11/22/2017,10.94,
40d,11/23/2017,18.64,
40d,11/24/2017,22.58,
40d,11/25/2017,19.65,
40d,11/26/2017,18.67,
40d,11/27/2017,18.32,
40d,11/28/2017,17.97,
40d,11/29/2017,17.16,
40d,11/30/2017,13.91,
40d,12/1/2017,11.4,
40d,12/2/2017,11.38,
40d,12/3/2017,14.64,
40d,12/4/2017,12.84,
40d,12/5/2017,11.19,
40d,12/6/2017,10.34,
40d,12/7/2017,9.44,
40d,12/8/2017,8.88,
40d,12/9/2017,8.55,
40d,12/10/2017,8.18,
40d,12/11/2017,8.13,
40d,12/12/2017,7.84,
40d,12/13/2017,7.65,
40d,12/14/2017,7.42,
40d,12/15/2017,7.39,
40d,12/16/2017,7.45,
40d,12/17/2017,7.27,
40d,12/18/2017,7.42,
40d,12/19/2017,11.94,
40d,12/20/2017,12.9,
40d,12/21/2017,11.88,
40d,12/22/2017,11.74,
40d,12/23/2017,10.97,
40d,12/24/2017,10.27,
40d,12/25/2017,9.92,
40d,12/26/2017,9.58,
40d,12/27/2017,9.34,
40d,12/28/2017,9.63,
40d,12/29/2017,20.25,
40d,12/30/2017,23.37,
40d,12/31/2017,20.85,
40d,1/1/2018,18.8,
40d,1/2/2018,17.29,
40d,1/3/2018,15.34,
40d,1/4/2018,13.3,
40d,1/5/2018,12.62,
40d,1/6/2018,12.27,
40d,1/7/2018,11.47,
40d,1/8/2018,11.31,
40d,1/9/2018,12.52,
40d,1/10/2018,11.84,
40d,1/11/2018,17.12,
40d,1/12/2018,19.82,
40d,1/13/2018,18.18,
40d,1/14/2018,17.02,
40d,1/15/2018,15.65,
40d,1/16/2018,15.22,
40d,1/17/2018,15.05,
40d,1/18/2018,19.09,
40d,1/19/2018,18.35,
40d,1/20/2018,16.63,
40d,1/21/2018,15.23,
40d,1/22/2018,14.5,
40d,1/23/2018,14.82,
40d,1/24/2018,17.98,
40d,1/25/2018,19.26,
40d,1/26/2018,19.42,
40d,1/27/2018,22.81,
40d,1/28/2018,21.67,
40d,1/29/2018,20.79,
40d,1/30/2018,22.06,
40d,1/31/2018,20.91,
40d,2/1/2018,20.15,
40d,2/2/2018,23.16,
40d,2/3/2018,24.65,
40d,2/4/2018,28,
40d,2/5/2018,30.04,
40d,2/6/2018,30.59,
40d,2/7/2018,29.12,
40d,2/8/2018,26.88,
40d,2/9/2018,24.01,
40d,2/10/2018,21.81,
40d,2/11/2018,19.53,
40d,2/12/2018,16.94,
40d,2/13/2018,16.18,
40d,2/14/2018,16.23,
40d,2/15/2018,15.23,
40d,2/16/2018,15.34,
40d,2/17/2018,17.08,
40d,2/18/2018,18.05,
40d,2/19/2018,17.54,
40d,2/20/2018,16.66,
40d,2/21/2018,15.72,
40d,2/22/2018,15.3,
40d,2/23/2018,14.95,
40d,2/24/2018,14.71,
40d,2/25/2018,15.08,
40d,2/26/2018,14.24,
40d,2/27/2018,13.36,
40d,2/28/2018,14.29,
40d,3/1/2018,13.78,
40d,3/2/2018,12.78,
40d,3/3/2018,12.4,
40d,3/4/2018,12.02,
40d,3/5/2018,12.04,
40d,3/6/2018,11.83,
40d,3/7/2018,11.06,
40d,3/8/2018,11.18,
40d,3/9/2018,10.94,
40d,3/10/2018,10.75,
40d,3/11/2018,10.73,
40d,3/12/2018,10.59,
40d,3/13/2018,10.6,
40d,3/14/2018,10.99,
40d,3/15/2018,10.76,
40d,3/16/2018,10.67,
40d,3/17/2018,10.67,
40d,3/18/2018,10.4,
40d,3/19/2018,10.25,
40d,3/20/2018,9.55,
40d,3/21/2018,9.53,
40d,3/22/2018,9.83,
40d,3/23/2018,10.03,
40d,3/24/2018,10.24,
40d,3/25/2018,9.84,
40d,3/26/2018,9.86,
40d,3/27/2018,9.88,
40d,3/28/2018,10.26,
40d,3/29/2018,10.05,
40d,3/30/2018,9.97,
40d,3/31/2018,9.83,
40d,4/1/2018,9.9,
40d,4/2/2018,9.8,
40d,4/3/2018,9.81,
40d,4/4/2018,9.79,
40d,4/5/2018,10.09,
40d,4/6/2018,10.9,
40d,4/7/2018,12.48,
40d,4/8/2018,14.2,
40d,4/9/2018,14.57,
40d,4/10/2018,14.43,
40d,4/11/2018,14,
40d,4/12/2018,14.27,
40d,4/13/2018,14.13,
40d,4/14/2018,16.99,
40d,4/15/2018,24.15,
40d,4/16/2018,24.81,
40d,4/17/2018,23.25,
40d,4/18/2018,21.05,
40d,4/19/2018,17.6,
40d,4/20/2018,15.71,
40d,4/21/2018,14.46,
40d,4/22/2018,13.78,
40d,4/23/2018,13.52,
40d,4/24/2018,12.57,
40d,4/25/2018,11.99,
40d,4/26/2018,12.22,
40d,4/27/2018,11.82,
40d,4/28/2018,11.81,
40d,4/29/2018,11.79,
40d,4/30/2018,11.59,
40d,5/1/2018,11.38,
40d,5/2/2018,11.15,
40d,5/3/2018,10.83,
40d,5/4/2018,10.39,
40d,5/5/2018,10.32,
40d,5/6/2018,10.07,
40d,5/7/2018,9.85,
40d,5/8/2018,9.8,
40d,5/9/2018,9.95,
40d,5/10/2018,10.72,
40d,5/11/2018,10.24,
40d,5/12/2018,9.85,
40d,5/13/2018,9.5,
40d,5/14/2018,9.24,
40d,5/15/2018,8.8,
40d,5/16/2018,8.57,
40d,5/17/2018,8.64,
40d,5/18/2018,8.47,
40d,5/19/2018,8.42,
40d,5/20/2018,8.25,
40d,5/21/2018,8.08,
40d,5/22/2018,7.51,
40d,5/23/2018,7.46,
40d,5/24/2018,7.35,
40d,5/25/2018,7.02,
40d,5/26/2018,6.87,
40d,5/27/2018,6.81,
40d,5/28/2018,6.78,
40d,5/29/2018,6.64,
40d,5/30/2018,6.45,
40d,5/31/2018,6.55,
40d,6/1/2018,6.44,
40d,6/2/2018,6.28,
40d,6/3/2018,6.28,
40d,6/4/2018,7.29,
40d,6/5/2018,6.64,
40d,6/6/2018,5.49,
40d,6/7/2018,4.98,
40d,6/8/2018,5.24,
40d,6/9/2018,5.26,
40d,6/10/2018,4.88,
40d,6/11/2018,4.75,
40d,6/12/2018,4.55,
40d,6/13/2018,4.36,
40d,6/14/2018,4.49,
40d,6/15/2018,4.65,
40d,6/16/2018,4.51,
40d,6/17/2018,4.69,
40d,6/18/2018,4.82,
40d,6/19/2018,4.9,
40d,6/20/2018,4.85,
40d,6/21/2018,4.57,
40d,6/22/2018,4.41,
40d,6/23/2018,4.47,
40d,6/24/2018,4.58,
40d,6/25/2018,4.82,
40d,6/26/2018,4.83,
40d,6/27/2018,4.77,
40d,6/28/2018,4.66,
40d,6/29/2018,4.51,
40d,6/30/2018,5.14,
40d,7/1/2018,5.09,
40d,7/2/2018,5.12,
40d,7/3/2018,5.12,
40d,7/4/2018,5.14,
40d,7/5/2018,5.12,
40d,7/6/2018,4.92,
40d,7/7/2018,4.94,
40d,7/8/2018,4.84,
40d,7/9/2018,4.58,
40d,7/10/2018,4.95,
40d,7/11/2018,5.07,
40d,7/12/2018,5.36,
40d,7/13/2018,5.13,
40d,7/14/2018,5.16,
40d,7/15/2018,5,
40d,7/16/2018,5.19,
40d,7/17/2018,5.65,
40d,7/18/2018,5.32,
40d,7/19/2018,4.81,
40d,7/20/2018,4.8,
40d,7/21/2018,5.42,
40d,7/22/2018,5.48,
40d,7/23/2018,5.57,
40d,7/24/2018,5.4,
40d,7/25/2018,5.42,
40d,7/26/2018,5.28,
40d,7/27/2018,4.73,
40d,7/28/2018,4.15,
40d,7/29/2018,3.82,
40d,7/30/2018,3.46,
40d,7/31/2018,3.36,
40d,8/1/2018,3.22,
40d,8/2/2018,2.71,
40d,8/3/2018,2.58,
40d,8/4/2018,2.61,
40d,8/5/2018,2.54,
40d,8/6/2018,2.56,
40d,8/7/2018,2.92,
40d,8/8/2018,3.11,
40d,8/9/2018,3.13,
40d,8/10/2018,2.85,
40d,8/11/2018,3.17,
40d,8/12/2018,3.48,
40d,8/13/2018,3.11,
40d,8/14/2018,3.44,
40d,8/15/2018,3.5,
40d,8/16/2018,3.33,
40d,8/17/2018,3.13,
40d,8/18/2018,3.82,
40d,8/19/2018,4.91,
40d,8/20/2018,4.78,
40d,8/21/2018,4.93,
40d,8/22/2018,5.19,
40d,8/23/2018,4.89,
40d,8/24/2018,4.6,
40d,8/25/2018,4.98,
40d,8/26/2018,5.18,
40d,8/27/2018,6.19,
40d,8/28/2018,6.12,
40d,8/29/2018,6.47,
40d,8/30/2018,6.58,
40d,8/31/2018,5.42,
40d,9/1/2018,7.01,
40d,9/2/2018,7.2,
40d,9/3/2018,7.19,
40d,9/4/2018,6.67,
40d,9/5/2018,6.75,
40d,9/6/2018,6.62,
40d,9/7/2018,6.18,
40d,9/8/2018,6.4,
40d,9/9/2018,5.65,
40d,9/10/2018,5.84,
40d,9/11/2018,6.17,
40d,9/12/2018,5.4,
40d,9/13/2018,4.52,
40d,9/14/2018,5.08,
40d,9/15/2018,5.32,
40d,9/16/2018,4.7,
40d,9/17/2018,4.57,
40d,9/18/2018,4.83,
40d,9/19/2018,4.56,
40d,9/20/2018,4.72,
40d,9/21/2018,4.49,
40d,9/22/2018,4.51,
40d,9/23/2018,4.22,
40d,9/24/2018,4.13,
40d,9/25/2018,3.98,
40d,9/26/2018,4.34,
40d,9/27/2018,4.69,
40d,9/28/2018,4.69,
40d,9/29/2018,5.16,
40d,9/30/2018,5.76,
40d,10/1/2018,6.19,
40d,10/2/2018,7.21,
40d,10/3/2018,8.41,
40d,10/4/2018,9.21,
40d,10/5/2018,9.33,
40d,10/6/2018,9.28,
40d,10/7/2018,9.01,
40d,10/8/2018,8.96,
40d,10/9/2018,9.22,
40d,10/10/2018,8.91,
40d,10/11/2018,9.6,
40d,10/12/2018,8.94,
40d,10/13/2018,8.55,
40d,10/14/2018,8.42,
40d,10/15/2018,8.21,
40d,10/16/2018,7.86,
40d,10/17/2018,7.7,
40d,10/18/2018,7.78,
40d,10/19/2018,7.71,
40d,10/20/2018,7.36,
40d,10/21/2018,7.24,
40d,10/22/2018,7.63,
40d,10/23/2018,7.08,
40d,10/24/2018,7,
40d,10/25/2018,7.1,
40d,10/26/2018,7.4,
40d,10/27/2018,6.44,
40d,10/28/2018,6.34,
40d,10/29/2018,5.53,
40d,10/30/2018,5.89,
40d,10/31/2018,5.78,
40d,11/1/2018,5.37,
40d,11/2/2018,6.02,
40d,11/3/2018,6.43,
40d,11/4/2018,6.37,
40d,11/5/2018,5.78,
40d,11/6/2018,5.13,
40d,11/7/2018,5.6,
40d,11/8/2018,6.27,
40d,11/9/2018,6.32,
40d,11/10/2018,6.26,
40d,11/11/2018,6.55,
40d,11/12/2018,5.95,
40d,11/13/2018,5.79,
40d,11/14/2018,5.66,
40d,11/15/2018,5.27,
40d,11/16/2018,5.42,
40d,11/17/2018,5.73,
40d,11/18/2018,5.67,
40d,11/19/2018,5.72,
40d,11/20/2018,5.35,
40d,11/21/2018,5.01,
40d,11/22/2018,4.87,
40d,11/23/2018,4.71,
40d,11/24/2018,4.38,
40d,11/25/2018,4.59,
40d,11/26/2018,4.74,
40d,11/27/2018,5.42,
40d,11/28/2018,5.49,
40d,11/29/2018,5.45,
40d,11/30/2018,5.29,
40d,12/1/2018,5.05,
40d,12/2/2018,5.1,
40d,12/3/2018,5.34,
40d,12/4/2018,5.09,
40d,12/5/2018,5.22,
40d,12/6/2018,4.76,
40d,12/7/2018,4.77,
40d,12/8/2018,4.67,
40d,12/9/2018,5.28,
40d,12/10/2018,5.72,
40d,12/11/2018,7.33,
40d,12/12/2018,8.33,
40d,12/13/2018,7.53,
40d,12/14/2018,6.75,
40d,12/15/2018,6.88,
40d,12/16/2018,6.64,
40d,12/17/2018,6.59,
40d,12/18/2018,7.73,
40d,12/19/2018,7.9,
40d,12/20/2018,7.75,
40d,12/21/2018,7.55,
40d,12/22/2018,7.2,
40d,12/23/2018,8.28,
40d,12/24/2018,9.16,
40d,12/25/2018,8.58,
40d,12/26/2018,8.03,
40d,12/27/2018,8.44,
40d,12/28/2018,8.85,
40d,12/29/2018,11.07,
40d,12/30/2018,12.05,
40d,12/31/2018,10.45,
40d,1/1/2019,9.4,
40d,1/2/2019,8.58,
40d,1/3/2019,10.07,
40d,1/4/2019,9.88,
40d,1/5/2019,9.1,
40d,1/6/2019,8.82,
40d,1/7/2019,8.87,
40d,1/8/2019,8.17,
40d,1/9/2019,7.93,
40d,1/10/2019,8.23,
40d,1/11/2019,8.06,
40d,1/12/2019,7.46,
40d,1/13/2019,7.15,
40d,1/14/2019,7.27,
40d,1/15/2019,7.09,
40d,1/16/2019,6.38,
40d,1/17/2019,6.25,
40d,1/18/2019,6.16,
40d,1/19/2019,6.76,
40d,1/20/2019,6.61,
40d,1/21/2019,6.33,
40d,1/22/2019,6.52,
40d,1/23/2019,9.02,
40d,1/24/2019,8.4,
40d,1/25/2019,7.88,
40d,1/26/2019,7.39,
40d,1/27/2019,7,
40d,1/28/2019,6.68,
40d,1/29/2019,6.63,
40d,1/30/2019,7.09,
40d,1/31/2019,6.28,
40d,2/1/2019,6.64,
40d,2/2/2019,7.19,
40d,2/3/2019,7.19,
40d,2/4/2019,7.66,
40d,2/5/2019,6.83,
40d,2/6/2019,6.65,
40d,2/7/2019,6.51,
40d,2/8/2019,6.57,
40d,2/9/2019,6.32,
40d,2/10/2019,6.41,
40d,2/11/2019,6.84,
40d,2/12/2019,14.02,
40d,2/13/2019,15.35,
40d,2/14/2019,13.26,
40d,2/15/2019,12.44,
40d,2/16/2019,12.11,
40d,2/17/2019,11.95,
40d,2/18/2019,11.09,
40d,2/19/2019,11.03,
40d,2/20/2019,11.95,
40d,2/21/2019,11.85,
40d,2/22/2019,11.34,
40d,2/23/2019,10.65,
40d,2/24/2019,10.16,
40d,2/25/2019,9.72,
40d,2/26/2019,9.45,
40d,2/27/2019,9.1,
40d,2/28/2019,9.07,
40d,3/1/2019,8.85,
40d,3/2/2019,8.76,
40d,3/3/2019,9.14,
40d,3/4/2019,8.59,
40d,3/5/2019,8.99,
40d,3/6/2019,8.22,
40d,3/7/2019,8.31,
40d,3/8/2019,8.55,
40d,3/9/2019,8.43,
40d,3/10/2019,8.33,
40d,3/11/2019,8.16,
40d,3/12/2019,10.57,
40d,3/13/2019,9.22,
40d,3/14/2019,9.07,
40d,3/15/2019,8.66,
40d,3/16/2019,8.21,
40d,3/17/2019,8.01,
40d,3/18/2019,7.71,
40d,3/19/2019,7.39,
40d,3/20/2019,7.32,
40d,3/21/2019,7.58,
40d,3/22/2019,7.66,
40d,3/23/2019,7.49,
40d,3/24/2019,7.49,
40d,3/25/2019,7.56,
40d,3/26/2019,7.56,
40d,3/27/2019,7.43,
40d,3/28/2019,7.35,
40d,3/29/2019,7.42,
40d,3/30/2019,7.32,
40d,3/31/2019,7.26,
40d,4/1/2019,7.14,
40d,4/2/2019,7.17,
40d,4/3/2019,7.33,
40d,4/4/2019,7.21,
40d,4/5/2019,7.15,
40d,4/6/2019,7.23,
40d,4/7/2019,7.79,
40d,4/8/2019,8.65,
40d,4/9/2019,10.84,
40d,4/10/2019,10.69,
40d,4/11/2019,10.5,
40d,4/12/2019,11.19,
40d,4/13/2019,11.66,
40d,4/14/2019,11.66,
40d,4/15/2019,10.92,
40d,4/16/2019,10.98,
40d,4/17/2019,10.67,
40d,4/18/2019,10.02,
40d,4/19/2019,9.65,
40d,4/20/2019,9.86,
40d,4/21/2019,9.46,
40d,4/22/2019,9.62,
40d,4/23/2019,9.46,
40d,4/24/2019,9.05,
40d,4/25/2019,8.83,
40d,4/26/2019,8.61,
40d,4/27/2019,8.42,
40d,4/28/2019,8.28,
40d,4/29/2019,8.13,
40d,4/30/2019,7.89,
40d,5/1/2019,7.93,
40d,5/2/2019,7.8,
40d,5/3/2019,7.92,
40d,5/4/2019,7.53,
40d,5/5/2019,7.35,
40d,5/6/2019,7.34,
40d,5/7/2019,7.18,
40d,5/8/2019,7.19,
40d,5/9/2019,6.87,
40d,5/10/2019,6.93,
40d,5/11/2019,6.8,
40d,5/12/2019,6.79,
40d,5/13/2019,6.68,
40d,5/14/2019,6.79,
40d,5/15/2019,7.11,
40d,5/16/2019,7.18,
40d,5/17/2019,7.95,
40d,5/18/2019,7.24,
40d,5/19/2019,6.75,
40d,5/20/2019,6.8,
40d,5/21/2019,6.78,
40d,5/22/2019,6.46,
40d,5/23/2019,6.17,
40d,5/24/2019,6.08,
40d,5/25/2019,6.14,
40d,5/26/2019,6.2,
40d,5/27/2019,6.03,
40d,5/28/2019,6.01,
40d,5/29/2019,6.11,
40d,5/30/2019,6.09,
40d,5/31/2019,5.97,
40d,6/1/2019,5.78,
40d,6/2/2019,5.55,
40d,6/3/2019,5.67,
40d,6/4/2019,5.86,
40d,6/5/2019,6.29,
40d,6/6/2019,6.05,
40d,6/7/2019,5.74,
40d,6/8/2019,5.59,
40d,6/9/2019,5.46,
40d,6/10/2019,5.02,
40d,6/11/2019,4.83,
40d,6/12/2019,5.29,
40d,6/13/2019,5.21,
40d,6/14/2019,5.2,
40d,6/15/2019,5.19,
40d,6/16/2019,5.15,
40d,6/17/2019,5.18,
40d,6/18/2019,5.37,
40d,6/19/2019,5.25,
40d,6/20/2019,5.57,
40d,6/21/2019,5.17,
40d,6/22/2019,5.11,
40d,6/23/2019,5.1,
40d,6/24/2019,5.02,
40d,6/25/2019,4.95,
40d,6/26/2019,5.06,
40d,6/27/2019,5.26,
40d,6/28/2019,4.99,
40d,6/29/2019,4.84,
40d,6/30/2019,4.79,
40d,7/1/2019,4.77,
40d,7/2/2019,4.88,
40d,7/3/2019,5.03,
40d,7/4/2019,4.87,
40d,7/5/2019,4.87,
40d,7/6/2019,4.88,
40d,7/7/2019,4.87,
40d,7/8/2019,4.76,
40d,7/9/2019,4.62,
40d,7/10/2019,5.18,
40d,7/11/2019,5.12,
40d,7/12/2019,4.99,
40d,7/13/2019,4.92,
40d,7/14/2019,4.86,
40d,7/15/2019,4.27,
40d,7/16/2019,4.64,
40d,7/17/2019,4.88,
40d,7/18/2019,4.99,
40d,7/19/2019,4.97,
40d,7/20/2019,4.73,
40d,7/21/2019,4.65,
40d,7/22/2019,4.64,
40d,7/23/2019,4.62,
40d,7/24/2019,4.66,
40d,7/25/2019,4.58,
40d,7/26/2019,4.56,
40d,7/27/2019,4.53,
40d,7/28/2019,4.5,
40d,7/29/2019,4.48,
40d,7/30/2019,4.55,
40d,7/31/2019,4.66,
40d,8/1/2019,4.61,
40d,8/2/2019,4.8,
40d,8/3/2019,4.74,
40d,8/4/2019,4.74,
40d,8/5/2019,4.73,
40d,8/6/2019,4.72,
40d,8/7/2019,4.72,
40d,8/8/2019,4.69,
40d,8/9/2019,4.65,
40d,8/10/2019,4.9,
40d,8/11/2019,4.91,
40d,8/12/2019,5.04,
40d,8/13/2019,4.53,
40d,8/14/2019,4.44,
40d,8/15/2019,4.41,
40d,8/16/2019,4.43,
40d,8/17/2019,4.46,
40d,8/18/2019,4.41,
40d,8/19/2019,4.34,
40d,8/20/2019,4.3,
40d,8/21/2019,4.47,
40d,8/22/2019,4.78,
40d,8/23/2019,4.63,
40d,8/24/2019,4.55,
40d,8/25/2019,4.55,
40d,8/26/2019,4.56,
40d,8/27/2019,4.66,
40d,8/28/2019,4.74,
40d,8/29/2019,4.6,
40d,8/30/2019,4.69,
40d,8/31/2019,4.73,
40d,9/1/2019,4.79,
40d,9/2/2019,4.73,
40d,9/3/2019,4.46,
40d,9/4/2019,4.48,
40d,9/5/2019,4.48,
40d,9/6/2019,4.5,
40d,9/7/2019,4.71,
40d,9/8/2019,4.63,
40d,9/9/2019,4.98,
40d,9/10/2019,4.98,
40d,9/11/2019,4.58,
40d,9/12/2019,4.58,
40d,9/13/2019,4.8,
40d,9/14/2019,4.75,
40d,9/15/2019,5.32,
40d,9/16/2019,4.98,
40d,9/17/2019,5.25,
40d,9/18/2019,5.2,
40d,9/19/2019,4.59,
40d,9/20/2019,4.75,
40d,9/21/2019,4.51,
40d,9/22/2019,4.6,
40d,9/23/2019,4.57,
40d,9/24/2019,4.52,
40d,9/25/2019,4.64,
40d,9/26/2019,5.16,
40d,9/27/2019,5,
40d,9/28/2019,5.4,
40d,9/29/2019,5.73,
40d,9/30/2019,5.95,
40d,10/1/2019,6.2,
40d,10/2/2019,5.93,
40d,10/3/2019,6.44,
40d,10/4/2019,6.08,
40d,10/5/2019,6.13,
40d,10/6/2019,5.79,
40d,10/7/2019,5.44,
40d,10/8/2019,6.05,
40d,10/9/2019,5.85,
40d,10/10/2019,6.15,
40d,10/11/2019,5.92,
40d,10/12/2019,5.55,
40d,10/13/2019,5.35,
40d,10/14/2019,5.01,
40d,10/15/2019,4.81,
40d,10/16/2019,4.7,
40d,10/17/2019,4.98,
40d,10/18/2019,5.83,
40d,10/19/2019,8.29,
40d,10/20/2019,6.46,
40d,10/21/2019,5.98,
40d,10/22/2019,6.2,
40d,10/23/2019,5.71,
40d,10/24/2019,5.63,
40d,10/25/2019,6.02,
40d,10/26/2019,6.27,
40d,10/27/2019,5.72,
40d,10/28/2019,5.38,
40d,10/29/2019,5.16,
40d,10/30/2019,5.16,
40d,10/31/2019,5.65,
40d,11/1/2019,5.58,
40d,11/2/2019,5.36,
40d,11/3/2019,5.09,
40d,11/4/2019,4.95,
40d,11/5/2019,4.68,
40d,11/6/2019,4.35,
40d,11/7/2019,4.35,
40d,11/8/2019,4.06,
40d,11/9/2019,3.97,
40d,11/10/2019,3.78,
40d,11/11/2019,3.78,
40d,11/12/2019,3.81,
40d,11/13/2019,3.85,
40d,11/14/2019,3.68,
40d,11/15/2019,3.85,
40d,11/16/2019,3.64,
40d,11/17/2019,3.83,
40d,11/18/2019,3.63,
40d,11/19/2019,4.07,
40d,11/20/2019,4.2,
40d,11/21/2019,4.25,
40d,11/22/2019,4.8,
40d,11/23/2019,4.94,
40d,11/24/2019,4.17,
40d,11/25/2019,4.05,
40d,11/26/2019,3.99,
40d,11/27/2019,3.84,
40d,11/28/2019,3.6,
40d,11/29/2019,3.93,
40d,11/30/2019,3.69,
40d,12/1/2019,3.54,
40d,12/2/2019,3.48,
40d,12/3/2019,3.46,
40d,12/4/2019,3.38,
40d,12/5/2019,3.38,
40d,12/6/2019,3.18,
40d,12/7/2019,3.34,
40d,12/8/2019,3.33,
40d,12/9/2019,3.3,
40d,12/10/2019,3.37,
40d,12/11/2019,3.62,
40d,12/12/2019,4.63,
40d,12/13/2019,5.01,
40d,12/14/2019,5.13,
40d,12/15/2019,5.13,
40d,12/16/2019,4.82,
40d,12/17/2019,4.4,
40d,12/18/2019,3.99,
40d,12/19/2019,4.71,
40d,12/20/2019,17.66,
40d,12/21/2019,23.99,
40d,12/22/2019,19.37,
40d,12/23/2019,14.49,
40d,12/24/2019,10.99,
40d,12/25/2019,8.77,
40d,12/26/2019,7.45,
40d,12/27/2019,6.68,
40d,12/28/2019,6.06,
40d,12/29/2019,5.53,
40d,12/30/2019,5.22,
40d,12/31/2019,5.72,
40d,1/1/2020,6.12,
40d,1/2/2020,5.54,
40d,1/3/2020,5.14,
40d,1/4/2020,7.05,
40d,1/5/2020,6.35,
40d,1/6/2020,9.86,
40d,1/7/2020,17.57,
40d,1/8/2020,15.76,
40d,1/9/2020,12,
40d,1/10/2020,10.26,
40d,1/11/2020,10.67,
40d,1/12/2020,10.34,
40d,1/13/2020,9.25,
40d,1/14/2020,8.46,
40d,1/15/2020,7.54,
40d,1/16/2020,7.26,
40d,1/17/2020,7.36,
40d,1/18/2020,7.5,
40d,1/19/2020,6.93,
40d,1/20/2020,6.68,
40d,1/21/2020,6.75,
40d,1/22/2020,7.13,
40d,1/23/2020,9.6,
40d,1/24/2020,11.62,
40d,1/25/2020,12.56,
40d,1/26/2020,12.3,
40d,1/27/2020,11.81,
40d,1/28/2020,14.5,
40d,1/29/2020,14.02,
40d,1/30/2020,13.48,
40d,1/31/2020,19.22,
40d,2/1/2020,27.79,
40d,2/2/2020,24.05,
40d,2/3/2020,20.07,
40d,2/4/2020,19.86,
40d,2/5/2020,30.02,
40d,2/6/2020,42.95,
40d,2/7/2020,40.37,
40d,2/8/2020,35.76,
40d,2/9/2020,31.53,
40d,2/10/2020,28.8,
40d,2/11/2020,27.58,
40d,2/12/2020,24.67,
40d,2/13/2020,23.8,
40d,2/14/2020,21.89,
40d,2/15/2020,21.01,
40d,2/16/2020,20,
40d,2/17/2020,18.37,
40d,2/18/2020,17.34,
40d,2/19/2020,16.17,
40d,2/20/2020,15.34,
40d,2/21/2020,15.33,
40d,2/22/2020,13.89,
40d,2/23/2020,14.3,
40d,2/24/2020,13.81,
40d,2/25/2020,12.65,
40d,2/26/2020,11.5,
40d,2/27/2020,11.67,
40d,2/28/2020,11.55,
40d,2/29/2020,11.62,
40d,3/1/2020,11.63,
40d,3/2/2020,11.03,
40d,3/3/2020,11.06,
40d,3/4/2020,11,
40d,3/5/2020,10.42,
40d,3/6/2020,12.63,
40d,3/7/2020,12.73,
40d,3/8/2020,11.83,
40d,3/9/2020,11.42,
40d,3/10/2020,11.05,
40d,3/11/2020,11.03,
40d,3/12/2020,10.7,
40d,3/13/2020,10.94,
40d,3/14/2020,10.95,
40d,3/15/2020,10.25,
40d,3/16/2020,10.1,
40d,3/17/2020,9.86,
40d,3/18/2020,9.7,
40d,3/19/2020,9.66,
40d,3/20/2020,9.63,
40d,3/21/2020,9.45,
40d,3/22/2020,9.41,
40d,3/23/2020,9.78,
40d,3/24/2020,10.48,
40d,3/25/2020,11.82,
40d,3/26/2020,11.1,
40d,3/27/2020,10.56,
40d,3/28/2020,10.51,
40d,3/29/2020,11.5,
40d,3/30/2020,12.82,
40d,3/31/2020,12.85,
40d,4/1/2020,11.81,
40d,4/2/2020,11.33,
40d,4/3/2020,11.01,
40d,4/4/2020,10.36,
40d,4/5/2020,10.2,
40d,4/6/2020,10.71,
40d,4/7/2020,9.89,
40d,4/8/2020,9.47,
40d,4/9/2020,9.41,
40d,4/10/2020,8.95,
40d,4/11/2020,8.75,
40d,4/12/2020,8.77,
40d,4/13/2020,8.64,
40d,4/14/2020,8.61,
40d,4/15/2020,8.39,
40d,4/16/2020,7.98,
40d,4/17/2020,8.15,
40d,4/18/2020,8.19,
40d,4/19/2020,8.08,
40d,4/20/2020,7.83,
40d,4/21/2020,7.81,
40d,4/22/2020,8.33,
40d,4/23/2020,9.24,
40d,4/24/2020,8.66,
40d,4/25/2020,8.88,
40d,4/26/2020,8.71,
40d,4/27/2020,9.24,
40d,4/28/2020,8.85,
40d,4/29/2020,8.14,
40d,4/30/2020,8.3,
40d,5/1/2020,7.9,
40d,5/2/2020,8.39,
40d,5/3/2020,9.51,
40d,5/4/2020,8.49,
40d,5/5/2020,8.19,
40d,5/6/2020,8.55,
40d,5/7/2020,7.89,
40d,5/8/2020,7.6,
40d,5/9/2020,7.34,
40d,5/10/2020,7.09,
40d,5/11/2020,6.98,
40d,5/12/2020,7.07,
40d,5/13/2020,7.16,
40d,5/14/2020,7.73,
40d,5/15/2020,7.31,
40d,5/16/2020,7.06,
40d,5/17/2020,7.87,
40d,5/18/2020,7.38,
40d,5/19/2020,6.98,
40d,5/20/2020,6.96,
40d,5/21/2020,7.03,
40d,5/22/2020,7.12,
40d,5/23/2020,6.9,
40d,5/24/2020,6.71,
40d,5/25/2020,6.69,
40d,5/26/2020,7.22,
40d,5/27/2020,7.32,
40d,5/28/2020,6.63,
40d,5/29/2020,7.14,
40d,5/30/2020,7.95,
40d,5/31/2020,9.18,
40d,6/1/2020,8.46,
40d,6/2/2020,8,
40d,6/3/2020,7.73,
40d,6/4/2020,7.56,
40d,6/5/2020,7.53,
40d,6/6/2020,7.94,
40d,6/7/2020,7.96,
40d,6/8/2020,7.72,
40d,6/9/2020,8.07,
40d,6/10/2020,8.14,
40d,6/11/2020,7.85,
